country,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU
2001-08,-10.5,-43.0,-3.8,-82.3,-2.9,-5.8,-32.6,-15.5,-19.9,-2.4,8.0,-5.0,-10.7,4.4,-21.9,11.3,-6.3,-3.2,-20.9,,,,,,,-14.8,-6.2,41.2
2001-09,-7.9,-40.0,2.8,-82.9,-1.2,-7.3,-32.6,-16.0,-20.8,-3.8,8.0,-9.2,-11.5,4.6,-30.0,7.0,-5.3,-3.3,-26.4,,,,,,,-13.1,-8.8,44.5
2001-10,2.5,-51.2,-25.7,-76.7,7.6,3.5,-16.2,-7.3,-7.0,3.5,9.0,-10.4,-21.1,4.4,-34.3,7.4,-11.8,0.8,-32.2,,,,,,,-15.7,-14.1,52.5
2001-11,4.4,-49.6,-23.3,-75.9,10.9,2.0,-14.0,-7.0,-7.5,0.7,9.0,-9.6,-20.3,3.4,-27.6,2.2,14.2,-0.1,-18.9,,,,,,,-13.8,-9.1,54.2
2001-12,11.1,-47.1,-20.4,-73.9,10.3,4.4,-13.0,-5.9,-7.1,7.4,9.0,-8.2,-18.6,2.0,-29.6,6.9,-15.4,5.6,-14.9,,,,,,,-13.3,-7.7,45.3
2002-01,5.6,-46.2,-28.3,-64.0,14.3,3.5,-14.9,-5.2,-3.2,10.5,4.0,-8.3,-10.5,2.1,-39.1,16.3,-0.9,-3.1,-35.8,,,,,,,-12.5,-7.3,47.8
2002-02,12.9,-49.9,-37.8,-61.9,12.4,0.8,-14.4,-5.9,-0.5,4.3,4.0,-7.3,-14.1,4.4,-41.7,24.2,3.7,-8.9,-43.3,,,,,,,-13.5,-8.2,43.1
2002-03,11.7,-53.3,-46.6,-60.0,10.6,1.0,-10.2,-4.4,-0.2,3.0,4.0,-6.8,-14.6,0.7,-38.5,18.9,12.1,-7.8,-32.2,,,,,,,-13.9,-8.1,43.9
2002-04,0.1,-25.3,8.1,-58.7,4.3,11.6,-0.8,1.9,-3.6,2.5,5.0,-7.6,-9.8,2.3,-32.5,11.9,14.1,-6.9,-29.6,,,,,,,-12.2,-6.1,35.4
2002-05,62.6,-17.8,9.3,-44.9,4.6,7.9,-0.5,3.1,1.8,16.2,-2.0,-8.9,2.1,5.7,-43.0,21.9,-7.4,-7.5,-43.3,41.6,17.0,3.1,6.5,-33.3,-12.3,-11.4,-4.9,30.9
2002-06,44.6,-23.6,5.6,-52.8,0.6,0.4,6.2,2.1,-3.8,-1.0,0.2,-11.0,-5.7,2.3,-37.7,6.9,5.8,-7.4,-34.3,15.9,13.9,2.5,23.2,-22.6,-13.4,-13.8,-7.6,30.2
2002-07,-10.4,-24.3,2.8,-51.3,3.6,5.9,2.1,2.3,2.5,5.1,1.1,-13.8,-6.1,10.8,-40.1,9.5,-7.5,-2.0,-41.1,23.7,12.3,20.0,-6.8,-25.8,-17.7,-13.2,-7.4,29.6
2002-08,10.2,-24.3,-2.0,-46.7,5.3,7.6,1.9,3.1,0.6,5.2,0.1,-8.3,-9.5,2.4,-34.1,11.7,9.4,1.6,-33.3,36.5,12.7,8.7,-7.0,-34.4,-8.9,-12.3,-5.6,22.3
2002-09,-1.8,-34.9,-21.0,-48.9,-1.0,13.4,3.3,5.7,3.3,8.5,-0.6,-9.0,-3.2,7.1,-38.8,19.0,1.2,3.1,-46.9,20.4,19.2,14.5,22.7,-9.9,-15.1,-10.0,-2.0,22.3
2002-10,-5.5,-10.5,33.7,-54.8,10.6,6.9,1.2,2.7,-3.6,-0.1,-0.1,-8.1,-5.0,6.9,-37.1,19.8,14.9,-8.7,-33.9,35.5,13.6,-13.9,19.2,-39.9,-15.9,-8.3,1.7,26.2
2002-11,-11.7,-36.2,-21.0,-51.4,-1.4,10.9,-1.3,3.4,-3.0,4.1,-0.6,-8.1,-7.9,4.1,-32.5,12.1,8.2,-3.6,-29.7,27.8,20.0,6.6,25.8,-21.2,25.2,-8.3,2.8,20.5
2002-12,-21.6,-31.7,-16.2,-47.3,6.3,10.1,2.8,4.9,29.8,-5.1,-1.8,-8.5,-7.1,9.2,-34.5,18.1,-4.0,-5.0,-21.9,40.2,21.6,9.4,15.3,-42.4,-24.1,-6.1,8.0,22.3
2003-01,-12.2,-28.5,-7.6,-49.4,14.3,4.3,5.6,3.7,22.7,-5.6,-1.1,-8.4,-7.7,9.6,-39.6,24.1,5.6,-6.0,-36.0,29.8,21.1,14.7,18.8,-39.9,-28.2,-1.9,13.5,21.7
2003-02,-19.0,-18.1,13.3,-49.6,4.0,6.8,8.5,4.1,7.4,5.2,2.9,-6.7,1.2,12.4,-46.8,39.2,8.8,-11.2,-49.9,41.9,23.0,35.5,-8.4,-25.8,-17.2,-2.9,11.2,15.4
2003-03,30.5,-19.2,20.8,-59.2,5.9,7.1,8.3,4.4,7.2,-0.1,2.1,-11.2,1.5,15.7,-50.7,32.6,14.9,-16.1,-48.2,55.1,33.3,19.2,25.7,-21.0,-11.6,-4.1,12.6,16.5
2003-04,37.8,-13.5,28.7,-55.7,12.2,0.9,8.3,0.4,7.1,-0.5,7.9,-11.4,-3.8,12.6,-45.5,23.7,18.6,-18.8,-49.4,53.2,33.9,8.8,39.8,18.6,-13.2,-3.9,10.3,15.7
2003-05,25.9,-18.0,16.4,-52.5,4.8,-0.9,5.6,-1.3,5.4,-3.4,8.7,-8.8,-4.2,12.4,-39.9,25.9,18.4,-14.0,-49.6,22.6,19.9,11.0,26.2,12.8,-11.1,-3.1,12.3,12.3
2003-06,35.1,-11.5,18.9,-41.9,8.9,0.2,8.1,2.7,7.2,3.7,0.1,-15.6,-15.2,8.4,-50.2,11.7,18.9,-0.9,-54.9,28.0,22.4,9.5,29.6,14.9,-5.6,-4.4,7.7,16.3
2003-07,24.8,-15.1,10.5,-40.7,16.8,1.8,4.7,-1.0,4.6,-1.4,9.3,-16.0,-13.3,11.9,-56.7,20.8,10.5,-2.6,-54.7,8.2,8.4,1.0,15.9,-1.5,-0.5,-5.7,7.0,20.8
2003-08,21.2,-18.1,4.1,-40.3,15.3,5.0,3.0,1.2,5.5,7.0,4.4,-12.7,-13.2,8.5,-46.5,16.7,18.3,-4.1,-45.6,12.8,12.1,3.3,20.1,-10.6,-5.2,-3.0,7.7,27.6
2003-09,25.3,-20.0,-0.4,-39.5,14.2,6.2,1.2,2.7,7.1,7.7,-0.5,-8.7,-17.1,4.5,-39.3,17.8,21.1,-2.8,-36.5,13.4,8.1,2.8,8.1,-11.3,-14.5,-3.8,5.7,35.6
2003-10,20.5,-16.6,-3.7,-29.4,16.0,3.8,-0.3,-1.5,10.0,9.0,8.0,-8.7,-16.6,4.1,-38.9,16.9,18.3,4.6,-40.7,21.8,20.0,10.1,28.3,-14.5,-21.7,-1.0,8.3,33.0
2003-11,20.1,-14.1,-1.2,-27.0,16.0,3.5,0.8,1.8,8.9,7.3,-1.1,-2.3,-8.0,0.8,-27.5,21.4,22.4,0.0,-25.8,15.2,12.5,7.0,15.4,-29.5,-19.2,-3.6,4.5,41.9
2003-12,16.9,-26.8,-18.0,-35.6,15.6,2.1,1.2,1.8,5.5,14.1,-2.2,-0.1,-9.2,-2.9,-23.9,20.6,23.8,-1.8,-20.4,9.3,8.8,2.0,15.0,-3.5,-21.9,-2.0,4.0,47.5
2004-01,16.3,-28.1,-14.9,-41.4,20.6,5.0,6.3,3.2,12.4,18.7,1.7,-6.9,2.1,-0.1,-28.0,7.0,26.7,-1.0,-28.5,27.2,18.6,-1.7,30.4,-17.0,-20.3,-2.1,4.6,54.4
2004-02,9.2,-25.0,0.1,-50.1,22.6,10.7,13.4,7.3,12.8,15.1,2.1,-6.0,-0.5,0.0,-25.7,7.6,15.2,4.1,-30.1,16.3,9.5,7.4,4.8,-20.1,-25.8,-4.2,-0.4,60.0
2004-03,8.7,-16.4,19.3,-52.2,33.0,53.2,47.8,33.8,53.1,33.9,-0.4,-4.8,-4.2,2.3,-28.6,16.5,2.9,-2.0,-19.5,16.2,14.3,15.4,11.1,-15.9,-12.9,-3.0,2.1,60.3
2004-04,10.6,-11.0,18.7,-40.7,40.5,46.8,44.5,30.2,53.7,26.8,0.6,-2.8,5.1,1.2,-26.1,19.0,11.1,3.5,-25.0,15.8,24.2,27.3,29.4,-0.4,-14.2,-2.8,0.1,71.3
2004-05,20.1,-9.7,14.1,-33.6,45.6,43.1,39.7,24.8,54.3,28.2,8.4,-1.6,3.0,1.1,-23.3,19.4,19.1,11.9,-23.1,20.6,20.9,17.2,24.8,25.6,-18.3,-4.4,0.6,71.7
2004-06,23.3,-12.8,9.4,-34.9,47.5,36.0,48.1,27.3,56.4,26.9,2.1,-5.7,1.2,7.1,-26.8,16.9,11.2,2.0,-27.4,14.6,16.9,20.4,15.7,8.3,-9.4,-1.8,4.8,58.8
2004-07,13.7,-18.8,1.0,-38.6,36.3,15.9,5.3,6.7,54.1,35.9,1.2,-2.5,-3.4,0.2,-24.1,16.7,10.0,9.3,-28.1,17.1,15.7,13.9,16.0,1.5,-9.9,-1.1,5.6,55.0
2004-08,23.0,-18.6,2.9,-40.0,43.7,11.9,1.1,4.0,12.3,15.3,1.2,-5.2,-3.2,2.9,-35.4,22.6,7.4,8.8,-41.5,20.9,16.8,15.9,13.6,10.0,0.7,0.3,9.4,50.6
2004-09,13.0,-9.6,0.9,-20.2,36.9,14.2,7.4,7.4,20.5,22.2,-0.8,-3.7,-1.1,3.0,-30.3,22.0,-1.8,-2.6,-33.6,18.9,21.3,20.7,24.4,14.1,-6.0,3.5,16.1,47.9
2004-10,14.7,-7.2,10.5,-25.0,47.8,19.2,8.7,9.4,26.3,19.9,-0.4,-2.2,-7.8,0.7,-24.5,18.7,10.7,-5.6,-25.6,18.0,18.0,17.7,18.3,24.3,-0.8,5.8,18.4,47.1
2004-11,10.8,-11.1,5.4,-27.6,47.1,9.4,9.7,6.4,11.5,19.3,-0.2,-1.9,-2.8,1.8,-24.8,20.9,16.3,-5.2,-25.9,9.2,6.5,8.0,2.2,-11.8,-15.5,3.7,13.9,57.9
2004-12,7.6,-14.3,6.0,-34.5,48.5,12.6,13.1,8.1,51.5,16.0,1.4,-12.0,-13.0,3.0,-38.7,5.8,5.5,-6.5,-38.4,11.3,19.3,30.3,16.2,-9.6,4.0,2.7,13.3,58.5
2005-01,8.9,-13.0,10.3,-36.3,41.9,10.0,5.5,4.9,42.4,18.7,0.7,-9.5,-10.4,3.2,-30.4,5.3,7.3,-9.2,-32.0,14.3,17.6,21.1,17.4,1.1,-11.4,1.9,10.8,57.4
2005-02,37.3,-7.5,17.8,-32.8,43.8,16.4,13.7,9.8,54.0,25.2,0.6,-6.0,-2.7,3.4,-28.8,14.2,5.2,0.4,-32.3,7.4,8.4,11.8,6.0,7.1,-5.5,0.5,9.5,53.6
2005-03,14.6,-6.6,17.2,-30.4,41.3,9.4,3.6,0.1,53.9,9.9,12.8,-1.8,3.1,2.0,-25.5,22.2,-4.1,2.0,-29.2,9.2,15.9,22.5,16.0,-5.0,-6.6,0.0,6.9,53.4
2005-04,16.7,-20.9,-7.1,-34.6,41.6,5.9,8.3,4.8,50.9,19.6,-0.1,-2.1,2.9,6.0,-29.1,28.9,-7.4,4.0,-27.3,11.4,18.1,25.0,17.9,15.3,-10.9,2.1,9.2,51.1
2005-05,19.8,-5.7,24.3,-35.7,48.6,3.6,15.7,6.1,51.1,15.8,0.9,-6.3,-7.7,5.1,-28.8,15.0,10.2,-3.8,-31.2,16.5,18.9,17.0,23.3,21.8,4.6,0.6,7.9,57.2
2005-06,16.3,0.6,19.7,-18.6,36.5,13.0,14.2,10.8,49.8,14.5,-5.1,-3.5,-9.0,1.0,-25.3,15.8,15.9,5.9,-30.1,10.5,17.7,16.6,26.0,7.5,2.2,1.9,4.5,53.6
2005-07,20.1,3.5,19.1,-12.1,51.0,15.9,11.5,11.0,55.9,16.8,-5.6,2.4,-0.2,0.1,-20.4,27.8,22.2,10.1,-26.7,20.6,21.1,17.2,25.4,24.7,4.1,1.2,2.5,62.0
2005-08,17.7,3.4,16.5,-9.7,40.4,18.0,11.0,9.6,56.6,22.4,0.2,-2.6,-6.0,2.7,-25.3,20.3,17.9,5.2,-27.7,8.1,13.6,17.7,15.0,20.6,6.2,1.8,1.2,59.9
2005-09,25.5,3.4,16.3,-9.4,71.3,18.6,14.5,11.4,57.7,22.7,-1.0,5.6,1.6,-2.3,-15.6,30.2,18.9,14.3,-18.9,21.5,23.5,21.8,27.3,-7.0,-2.0,-1.5,-4.7,69.4
2005-10,27.7,5.0,19.2,-9.1,55.1,21.7,13.9,11.6,62.0,16.0,0.8,5.2,6.2,-4.6,-13.9,25.0,24.9,16.7,-17.9,24.4,30.5,25.5,41.6,-1.4,4.2,1.2,-0.4,63.5
2005-11,28.0,5.6,20.0,-8.9,50.3,35.6,8.9,14.8,57.3,27.7,0.0,2.1,-0.6,-6.0,-17.7,18.0,9.2,5.9,-16.9,19.1,29.9,25.6,45.0,5.7,3.8,4.2,5.0,61.1
2005-12,32.2,2.0,16.3,-12.3,49.2,35.7,7.5,14.4,59.4,22.0,0.1,4.7,5.0,-7.8,-17.1,23.4,29.6,5.5,-16.7,27.0,24.2,16.9,28.6,2.1,-1.6,3.8,4.1,64.8
2006-01,28.9,-7.9,2.7,-18.6,43.0,40.2,10.1,16.5,63.7,25.3,0.8,2.9,-0.6,-8.5,-18.9,19.1,14.1,5.3,-19.5,25.0,32.9,19.4,54.3,-4.8,3.7,4.2,5.8,64.9
2006-02,28.1,-12.9,-8.5,-17.4,40.6,36.3,9.9,15.5,27.0,14.6,-0.5,4.9,-0.3,-6.0,-15.5,24.3,19.5,7.8,-14.5,22.7,23.2,25.5,21.3,8.1,12.8,3.5,1.5,65.1
2006-03,25.3,5.5,29.7,-18.8,51.3,39.6,10.2,16.9,30.7,15.9,-0.7,7.0,7.9,-6.5,-15.2,29.5,5.2,12.0,-18.0,12.7,18.6,25.9,17.4,15.0,6.1,2.0,1.8,63.1
2006-04,27.7,1.4,19.1,-16.3,50.4,65.8,3.9,23.5,54.7,65.9,-0.7,6.3,4.6,-4.7,-11.8,25.9,14.1,11.6,-17.8,10.6,16.9,16.5,23.7,17.5,11.5,4.7,4.8,60.7
2006-05,29.6,7.1,25.5,-11.3,55.0,46.2,-0.3,13.8,52.6,45.9,4.6,7.0,0.5,-12.5,-9.9,18.4,12.3,14.9,-12.3,8.9,15.4,21.9,15.4,19.9,7.5,4.7,2.6,59.9
2006-06,28.1,7.9,19.3,-3.5,51.1,44.2,42.4,27.3,55.1,37.5,4.7,5.0,5.8,-5.3,-10.5,20.3,8.9,9.0,-13.9,28.1,24.3,13.8,30.9,21.7,16.1,4.8,3.6,59.0
2006-07,27.0,7.9,23.7,-7.9,51.3,50.1,42.4,35.5,59.3,35.0,-13.9,4.3,4.4,-5.0,-12.8,20.6,8.7,11.1,-14.4,36.3,33.6,19.4,45.1,3.0,6.6,4.1,3.3,60.5
2006-08,28.2,6.3,16.9,-4.3,50.5,49.9,47.0,36.7,56.8,34.1,-13.2,3.6,2.9,-4.8,-13.4,19.4,8.5,9.8,-17.0,24.6,21.0,13.5,24.7,10.2,21.4,2.8,2.8,66.2
2006-09,27.1,-1.3,4.9,-7.6,55.4,50.4,49.7,33.7,59.8,20.4,-1.1,6.2,-2.6,-8.6,-13.8,23.9,19.3,17.4,-13.4,22.4,19.0,11.1,23.5,10.6,23.5,5.8,7.0,62.9
2006-10,24.8,4.9,20.2,-10.5,49.7,57.8,44.7,34.9,60.8,37.2,-2.3,8.4,1.6,-13.0,-8.4,20.7,25.2,17.4,-10.0,11.8,20.2,20.6,28.1,14.3,21.8,5.3,8.6,63.3
2006-11,28.5,-0.6,13.0,-14.2,45.2,56.9,53.3,37.4,62.5,30.6,-2.0,3.4,1.4,-9.8,-13.3,13.9,18.9,14.5,-14.9,9.3,16.4,15.9,24.0,10.5,20.5,7.3,11.1,63.9
2006-12,24.3,5.2,16.6,-6.2,45.7,58.6,48.0,35.7,54.8,38.2,-0.6,-0.2,4.6,-3.7,-19.2,15.1,19.3,19.2,-18.6,19.2,23.8,24.2,28.1,21.1,19.1,8.1,11.1,63.5
2007-01,32.4,7.1,21.3,-7.1,60.1,48.5,72.1,40.2,49.8,23.3,0.1,-0.1,-2.7,-5.2,-13.7,8.2,24.0,13.4,-13.6,10.1,20.6,11.3,40.3,26.3,24.3,11.2,15.3,61.9
2007-02,27.5,7.1,21.9,-7.6,67.1,53.8,68.5,36.2,54.9,27.1,13.6,3.6,10.0,-5.1,-14.2,20.0,9.4,23.5,6.9,24.0,27.6,25.6,33.3,29.4,24.4,12.1,17.0,59.2
2007-03,26.4,11.3,28.5,-5.9,58.0,60.7,49.5,36.3,55.3,40.3,1.3,4.6,-1.3,-9.4,-15.0,19.3,8.5,17.9,13.9,20.3,21.9,19.6,25.9,18.5,23.3,12.4,15.6,58.5
2007-04,28.4,9.3,25.9,-7.3,58.5,60.8,68.1,43.7,56.3,27.2,-2.2,10.2,-2.0,-10.5,-2.4,22.5,4.7,17.5,14.2,21.5,21.7,20.6,23.1,37.9,32.3,11.0,13.6,57.3
2007-05,26.2,10.3,25.5,-5.0,56.6,2.1,61.4,21.1,57.1,24.0,0.1,6.3,-3.6,-4.9,-3.3,17.4,13.4,18.8,15.5,31.7,22.7,14.0,22.3,28.0,24.1,10.5,13.5,58.4
2007-06,29.5,5.9,19.6,-7.9,56.8,17.5,58.6,26.0,53.6,28.1,-1.8,7.9,0.8,-5.9,-2.2,19.8,15.4,14.1,20.8,24.3,22.0,18.6,23.1,33.8,18.1,9.9,15.9,56.8
2007-07,32.4,2.3,16.8,-12.1,46.9,39.7,57.8,32.7,52.0,23.4,-0.6,7.5,-0.1,-11.1,-0.8,12.3,13.2,22.9,18.6,23.1,23.5,21.0,26.5,22.5,25.7,9.1,9.9,60.3
2007-08,27.6,1.5,13.6,-10.6,45.9,45.2,17.1,21.3,51.8,20.0,-1.6,7.6,2.8,-11.2,-0.8,12.3,12.6,23.8,23.8,11.9,18.9,23.4,21.2,24.7,24.9,10.3,13.2,63.1
2007-09,22.2,4.9,13.4,-3.6,50.1,49.3,27.8,26.1,60.2,36.7,-1.1,6.2,5.5,-8.5,-6.5,16.5,14.9,21.2,23.7,21.4,22.7,21.7,24.9,24.3,12.7,7.9,4.8,67.2
2007-10,23.3,0.0,15.1,-15.1,47.5,35.8,58.2,31.9,55.8,20.8,-1.8,4.5,5.1,-5.3,-12.1,20.3,2.2,25.3,20.0,5.7,9.5,8.7,14.1,13.8,11.1,3.1,-3.7,71.0
2007-11,19.6,2.2,17.8,-13.5,42.1,44.2,66.9,37.4,57.3,24.1,-1.1,11.6,1.2,-7.4,0.1,27.1,18.0,15.6,20.4,12.7,16.1,24.8,11.0,24.5,20.7,0.1,-7.6,62.3
2007-12,21.1,2.9,17.0,-11.2,44.0,39.1,36.2,25.0,50.5,14.1,0.2,3.6,0.7,-0.2,-8.1,18.6,21.2,32.4,17.5,6.7,13.1,26.4,6.2,5.3,9.1,2.2,-2.8,57.7
2008-01,17.0,7.6,26.5,-11.2,43.2,38.8,43.4,27.6,57.2,14.7,-0.5,2.7,0.0,-0.4,-16.7,24.3,10.7,25.6,-8.4,7.7,16.2,27.0,14.0,14.2,12.5,1.8,-6.4,60.2
2008-02,13.7,3.5,24.2,-17.1,39.2,40.9,39.6,25.4,47.9,13.7,4.3,-2.6,-4.3,-1.1,-17.3,8.5,20.1,16.9,-28.4,17.3,17.9,22.4,14.1,23.7,14.1,2.4,-5.3,52.2
2008-03,11.3,-4.1,10.9,-19.1,22.6,37.6,28.0,20.9,46.6,13.6,3.1,-5.0,-4.8,2.1,-22.3,9.3,10.3,10.5,-25.9,7.1,13.2,13.0,19.5,8.8,13.8,3.4,-8.3,52.5
2008-04,6.6,-10.4,1.1,-21.8,19.8,33.5,23.3,18.5,42.8,11.9,1.3,-9.1,-9.3,1.9,-25.3,0.0,-18.0,14.3,-28.5,6.5,13.1,12.1,20.6,17.1,6.4,-0.9,-14.4,53.3
2008-05,3.3,-19.4,-12.2,-26.6,9.7,29.6,22.0,15.4,32.9,7.3,5.3,-3.8,-5.1,4.1,-17.6,10.3,-1.1,16.0,-26.9,3.8,12.0,18.8,13.4,18.2,8.2,-4.5,-21.8,57.2
2008-06,-6.3,-24.7,-16.9,-32.4,4.0,13.6,10.8,6.3,28.3,-0.9,5.6,-5.2,-2.3,4.1,-19.3,7.8,-10.4,17.0,-24.4,-2.1,4.6,10.1,5.9,13.0,4.0,-10.1,-31.4,58.6
2008-07,-17.4,-29.0,-21.3,-36.7,3.0,13.3,18.5,8.8,29.8,-0.9,5.4,-9.0,-14.4,4.0,-28.2,5.1,-7.6,20.5,-28.1,-5.4,-0.4,1.2,2.9,3.1,-2.8,-11.4,-31.9,59.3
2008-08,-21.1,-37.7,-29.1,-46.3,-6.8,12.1,13.1,6.6,25.5,-0.4,5.2,-8.8,-17.7,7.8,-23.0,4.5,5.9,15.9,-29.8,-10.5,-1.6,12.7,-6.9,2.3,-3.7,-10.5,-28.2,51.9
2008-09,-23.0,-34.6,-21.2,-48.0,-4.9,-2.7,10.8,1.1,9.1,-12.0,4.7,-10.3,-23.8,5.3,-22.8,-2.9,-0.9,1.3,-36.3,-8.4,-3.7,3.4,-6.1,12.8,4.4,-10.5,-25.8,51.6
2008-10,-37.1,-42.7,-29.1,-56.2,-18.0,-3.1,-21.0,-10.7,10.0,-4.8,8.0,-13.8,-27.9,6.6,-26.0,-8.7,-5.4,-0.5,-44.1,-15.2,-5.4,3.8,-4.9,-4.9,-14.8,-14.1,-34.5,55.9
2008-11,-35.7,-48.8,-38.5,-59.1,-24.8,-42.7,-28.5,-25.9,-1.8,-14.0,6.5,-25.7,-30.4,7.8,-49.4,-19.9,-25.6,-20.3,-51.5,-12.2,-12.7,-16.8,-9.1,-9.4,-15.5,-18.9,-41.8,57.0
2008-12,-41.4,-55.9,-41.3,-70.4,-39.4,-47.4,-39.1,-34.5,-10.6,-31.7,16.9,-30.3,-37.5,13.8,-53.8,-23.5,-32.3,-27.3,-53.0,-33.9,-36.5,-36.1,-39.4,-25.3,-20.0,-25.8,-53.0,59.1
2009-01,-51.8,-65.5,-55.6,-75.4,-49.0,-46.3,-43.7,-48.3,-42.6,-34.7,54.8,-31.8,-39.6,14.8,-62.3,-18.2,-41.5,-24.1,-63.0,-39.8,-36.7,-31.4,-38.9,-28.1,-35.4,-31.7,-56.6,62.7
2009-02,-51.0,-70.8,-63.7,-77.9,-54.8,-55.6,-48.7,-51.8,-60.6,-42.3,51.3,-32.8,-45.5,14.1,-65.1,-19.3,-31.6,-26.7,-60.8,-46.9,-43.0,-32.8,-49.3,-38.1,-34.2,-31.1,-47.4,43.1
2009-03,-56.0,-83.7,-83.2,-84.1,-71.9,-48.7,-49.4,-48.6,-62.3,-51.7,47.6,-36.0,-46.4,16.5,-65.6,-25.9,-30.3,-28.1,-60.8,-45.9,-47.9,-38.0,-59.8,-37.1,-41.4,-32.4,-48.0,28.2
2009-04,-62.8,-90.0,-93.0,-87.1,-66.2,-60.3,-44.7,-51.8,-57.0,-56.1,50.5,-40.5,-43.4,13.0,-75.3,-33.4,-38.9,-37.3,-68.6,-47.6,-43.2,-34.3,-47.7,-35.4,-36.3,-34.5,-46.3,6.0
2009-05,-73.1,-90.6,-91.4,-89.9,-65.8,-53.3,-31.5,-34.2,-57.0,-52.5,17.8,-34.5,-38.5,11.4,-70.1,-22.0,-28.5,-32.6,-65.4,-45.7,-41.2,-29.5,-48.3,-35.7,-41.0,-32.0,-43.0,14.2
2009-06,-74.9,-88.7,-86.6,-90.9,-51.0,-47.8,-36.5,-33.6,-52.1,-49.2,16.5,-32.0,-41.1,12.2,-70.4,-13.4,-26.1,-20.7,-68.7,-42.2,-35.8,-25.0,-40.3,-34.5,-38.3,-29.8,-32.7,-5.4
2009-07,-66.1,-81.5,-71.2,-91.7,-42.5,-59.2,-23.8,-34.1,-52.4,-56.9,19.2,-31.4,-40.4,9.4,-69.0,-15.7,-21.0,-18.6,-69.1,-37.8,-33.6,-24.5,-38.6,-36.5,-40.9,-31.3,-35.7,3.5
2009-08,-62.9,-82.0,-69.3,-94.6,-41.4,-61.8,-29.4,-37.2,-62.4,-55.8,20.5,-27.6,-35.5,4.2,-65.2,-13.3,-9.1,-12.8,-63.0,-34.8,-32.2,-25.7,-36.1,-35.6,-42.7,-34.9,-41.2,12.1
2009-09,-57.7,-76.4,-56.7,-96.1,-26.7,-53.6,-57.0,-41.6,-56.4,-52.8,14.1,-31.7,-30.5,5.7,-62.3,-27.1,-1.6,-21.1,-60.5,-24.8,-23.7,-19.1,-27.1,-36.1,-39.0,-27.7,-27.9,19.7
2009-10,-50.2,-73.8,-51.6,-96.1,-22.7,-23.5,-51.2,-29.2,-59.6,-58.1,12.9,-25.3,-36.2,4.0,-59.9,-11.9,-6.7,-23.6,-60.7,-21.2,-24.0,-24.9,-26.0,-35.0,-31.1,-33.4,-36.2,11.4
2009-11,-50.8,-68.8,-45.9,-91.7,-22.7,-52.5,-45.4,-36.6,-58.3,-58.9,11.8,-26.4,-27.5,2.0,-66.8,-10.3,-12.6,-17.7,-59.7,-23.2,-20.3,-14.9,-22.9,-29.6,-42.1,-37.2,-40.7,24.8
2009-12,-38.7,-64.9,-38.1,-91.8,-23.4,-56.8,-50.2,-38.8,-55.6,-49.3,9.6,-25.8,-21.3,-2.2,-71.2,-8.6,-8.0,-7.3,-61.9,-22.3,-20.8,-15.9,-24.2,-27.2,-37.0,-37.3,-40.8,38.5
2010-01,-30.8,-59.7,-36.7,-82.8,-22.2,-20.0,-46.6,-25.1,-52.8,-42.9,8.8,-16.1,-30.6,-3.9,-54.0,1.7,2.4,-6.9,-56.3,-16.0,-10.7,-2.0,-14.1,-12.9,-23.9,-34.6,-36.3,50.7
2010-02,-27.1,-59.7,-39.7,-79.6,-25.8,-14.2,-42.1,-21.6,-45.8,-31.5,8.4,-17.9,-18.9,-6.9,-54.7,-5.8,-4.6,2.5,-53.3,-17.9,-18.7,-17.5,-20.8,-13.5,-33.1,-31.1,-28.5,27.5
2010-03,-18.3,-53.9,-29.2,-78.6,-18.1,-19.3,-35.4,-20.7,-46.1,-30.0,7.6,-15.6,-20.1,-4.7,-53.2,1.7,-6.6,0.6,-50.0,-13.6,-16.3,-13.7,-21.5,-14.9,-21.3,-31.0,-27.3,25.6
2010-04,-15.3,-47.4,-20.8,-73.9,-4.4,-13.9,-19.4,-13.2,-28.6,-29.4,6.1,-14.6,-21.8,-8.2,-50.4,-1.7,4.9,-8.2,-50.8,-6.0,-8.1,-9.2,-9.2,-6.9,-17.6,-27.8,-22.1,26.1
2010-05,-8.1,-39.7,-6.4,-73.1,-2.2,-10.8,-22.4,-13.3,-26.3,-21.3,6.8,-14.8,-18.6,-10.6,-53.9,-1.2,7.5,0.6,-52.7,-2.3,-2.2,-0.8,-3.5,-3.6,-14.1,-27.5,-24.0,26.2
2010-06,2.3,-34.7,-3.7,-65.7,-1.7,-4.5,-5.5,-5.4,-18.7,-14.6,6.3,-19.0,-14.1,-4.2,-57.5,-3.8,-6.3,4.5,-56.1,3.1,2.6,4.7,-0.1,-1.0,-10.2,-28.7,-31.0,28.5
2010-07,0.8,-33.3,-1.2,-65.4,1.9,3.3,8.7,2.0,-18.8,-8.7,5.9,-17.7,-13.0,-3.4,-54.9,-1.6,2.2,5.6,-54.6,0.9,0.1,-0.8,0.2,0.4,-3.8,-23.4,-17.2,25.6
