country,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
1998-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.686,6.898280732,4.17458234860074,6.77443822944233,7.682157,6.894831591634,,8.188,8.209622753,-0.35780092046695,10.5964445575205,8.183906,8.2055179416235,,-0.502,-1.311342021,-0.501749,-1.3106863499895,
1998-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.027,6.760614032,-1.99566682407381,1.0813969847742,7.0234865,6.757233724984,,8.428,7.835529338,-4.55676742105229,2.46087699872671,8.423786,7.831611573331,,-1.401,-1.074915306,-1.4002995,-1.074377848347,
1998-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,6.151258931,-9.01331000580333,-8.93421455272883,5.827085,6.1481833015345,,7.225,7.091745573,-9.49245077027366,-12.9447189462643,7.2213875,7.0881997002135,,-1.395,-0.940486642,-1.3943025,-0.940016398679,
1999-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.066,5.67495541,-7.74318763594249,-14.299499737483,5.063467,5.672117932295,,5.84,6.432212446,-9.30001112153548,-21.9306644958839,5.83708,6.428996339777,,-0.774,-0.757257036,-0.773613,-0.756878407482,
1999-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.383,5.720738548,0.806757669308277,-17.0700820936088,6.3798085,5.717878178726,,6.016,6.031436979,-6.2307560635568,-26.5321055489917,6.012992,6.0284212605105,,0.367,-0.310698431,0.3668165,-0.3105430817845,
1999-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.938,5.69454035,-0.457951325343456,-15.7688884020587,5.935031,5.691693079825,,6.843,6.38207185,5.81345493985638,-18.5495762354071,6.8395785,6.378880814075,,-0.905,-0.6875315,-0.9045475,-0.68718773425,
1999-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.922,6.218765692,9.20575340202831,1.09744625868034,5.919039,6.215656309154,,6.808,6.661278726,4.37486262396121,-6.0699702572367,6.804596,6.657948086637,,-0.886,-0.442513034,-0.885557,-0.442291777483,
2000-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.712,6.406760172,3.02301918597514,12.8953394190634,5.709144,6.403556791914,,5.876,6.380041284,-4.22197379164284,-0.811092022192825,5.873062,6.376851263358,,-0.164,0.0267188880000002,-0.163918,0.0267055285560005,
2000-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.315,6.570315617,2.55285730398962,14.8508284703383,7.3113425,6.5670304591915,,6.298,6.275566911,-1.6375187612344,4.04762468463156,6.294851,6.2724291275445,,1.017,0.294748706,1.0164915,0.294601331647,
2000-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.738,6.466236097,-1.58408706776133,13.5515019574846,6.734631,6.4630029789515,,6.606,6.236144906,-0.628182370757611,-2.28651364995209,6.602697,6.233026833547,,0.132,0.230091191,0.131934,0.2299761454045,
2000-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.575,6.896688113,6.65691771136701,10.9012375538139,6.5717125,6.8932397689435,,6.501,6.3892469,2.45507434974283,-4.08377786292319,6.4977495,6.38605227655,,0.074,0.507441213,0.073963,0.5071874923935,
2001-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.908,6.666840331,-3.33272692970914,4.05946456582923,5.905046,6.6635069108345,,5.743,6.242754227,-2.29280031422796,-2.15182082511427,5.7401285,6.2396328498865,,0.165,0.424086104,0.1649175,0.423874060948001,
2001-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.504,6.771714966,1.57307854685443,3.06529184806435,7.500248,6.768329108517,,5.776,5.735404482,-8.12701776414175,-8.60738856999815,5.773112,5.732536779759,,1.728,1.036310484,1.727136,1.035792328758,
2001-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.055,6.76160922,-0.149234662869595,4.56792975958669,7.0514725,6.75822841539,,5.022,4.742562705,-17.3107542827352,-23.9504088425363,5.019489,4.7401914236475,,2.033,2.019046515,2.0319835,2.0180369917425,
2001-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.074,6.340835483,-6.22298218233913,-8.05970374319579,6.070963,6.3376650652585,,3.778,3.598278586,-24.1279702594886,-43.6822736338456,3.776111,3.596479446707,,2.296,2.742556897,2.294852,2.7411856185515,
2002-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.712,6.417383215,1.20721838952023,-3.74175926848067,11.05745826,12.2961888397827,,2.072,2.3186211723,-35.563044470176,-62.8590028056538,3.83050849,4.31426961744628,,3.64,4.0987620427,7.22694977,7.98191922233647,
2002-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.777,6.119081888,-4.64833277063383,-9.63763361684293,22.0402268,19.8784451035725,,2.157,2.0960582055,-9.59893618927081,-63.4540473635596,7.04616161,6.85970859852707,,4.62,4.0230236825,14.99406519,13.0187365050455,
2002-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58292333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.719,6.422131292,4.95253061728596,-5.02066766881272,24.07541673,23.0144540141314,,2.292,2.1728845276,3.66527617880122,-54.1833252872088,8.21050019,7.78515150754494,,4.427,4.2492467644,15.86491654,15.2293025065865,
2002-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51002333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.442,6.691403605,4.19288084837864,5.52873707163489,22.63111022,23.5063441916475,,2.47,2.4034360945,10.6103920374752,-33.2059473146085,8.67797596,8.43318234088801,,3.972,4.2879675105,13.95313426,15.0731618507595,
2003-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.575,7.42548307,10.9704855413515,15.7088928808812,20.4799452,23.1556064337391,,2.51,2.7836903464,15.821275746427,20.0580060104716,7.80753564,8.65915595323118,,4.065,4.6417927236,12.67240956,14.4964504805079,
2003-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79652666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.456,7.680093781,3.42887740231559,25.5105573282369,23.62676194,21.461937884459,,3.344,3.323364671,19.387009955972,58.5530717744183,9.3503462,9.29491777800564,,5.112,4.35672911,14.27641574,12.1670201064533,
2003-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.552,7.195364197,-6.31150605477222,12.0401292007719,21.3620729,20.3565670799758,,3.713,3.549592499,6.80719242080431,63.358542707311,10.5184323,10.0612478285828,,3.839,3.645771698,10.8436406,10.295319251393,
2003-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.357,7.639058953,6.16639747276436,14.1622805010878,21.01736055,21.823633148106,,4.284,4.194352483,18.1643381368888,74.5148328511133,12.24464364,11.9953352675537,,3.073,3.44470647,8.77271691,9.82829788055229,
2004-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.812237285658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.375,8.327550529,9.01277998030918,12.1482663214799,21.29394716,24.0489030001924,20.9462889747175,4.663,5.092105657,21.4038562004184,82.9264402050089,13.45780691,14.7009682490659,12.8043565708847,2.712,3.235444872,7.83614025,9.34793475112647,8.14193240383284
2004-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88507333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.026987300173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.385,8.573019293,2.94767066432291,11.6264922989487,27.0771186,24.7271156553186,20.4310759169688,5.482,5.454420151,7.11521948689212,64.1234318519359,15.83946927,15.7503097637621,13.0138823704649,3.903,3.118599142,11.23764933,8.97680589155652,7.41719354650389
2004-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97592994227994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.482408458285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.981,8.510372358,-0.730745293564802,18.2757693008545,26.725315317316,25.3237963364175,20.6754558921352,6.027,5.761257836,5.62548678879725,62.3075842543356,17.936931482684,17.1456135910413,13.9984294943716,2.954,2.749114522,8.78838383463204,8.17818274537629,6.67702639776359
2004-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.793561680884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.835,9.16505782,7.69279456244446,19.9762677103141,26.0141244,26.9855210696394,21.283037333991,6.275,6.139216356,6.56034724983622,46.3686321281453,18.47588408,18.0773652093961,14.2573210892944,2.56,3.025841464,7.53824032,8.90815586024326,7.0257162446966
2005-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.90975666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.538770748867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.441,9.569060182,4.40807215769426,14.908461361796,24.56229102,27.8459017249854,20.8522974779755,5.966,6.701282652,9.15534269207958,31.6014062431698,17.35896607,19.4988081206893,14.6016082156086,2.475,2.86777753,7.20332495,8.34709360429614,6.25068926236689
2005-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.938188871941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.706,9.8388969,2.81988735432535,14.7658317768351,30.74541966,28.2561899135873,19.6307805003203,7.58,7.387762278,10.2440034490281,35.4454199250776,21.76494668,21.2146517079487,14.7387235272378,3.126,2.451134622,8.98047298,7.04153820563854,4.89205697308256
2005-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.015787570847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.921,10.288428097,4.56891866607526,20.8928077903498,31.3409257,29.5284252788804,19.9495106322674,7.443,6.988594623,-5.4030928443472,21.3032782412691,21.36398546,20.0578573587746,13.5511607835577,3.478,3.299833474,9.97694024,9.47056792010582,6.39834984870975
2005-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96308333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.045425708345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.318,10.68961482,3.89939764575875,16.6344504305593,30.58320084,31.6864180820407,20.1765940899716,7.699,7.610360447,8.89686492837517,23.9630598710244,22.80906121,22.5540252368811,14.3614658848879,2.619,3.079254373,7.77413963,9.13239284515967,5.81512820508364
2006-Q1,-2177.748859,-2177.748859,-215.2240577,-355.932944096279,189.9397907,216.226295882654,2906.3,3651.76349822173,20.2,-23.7,43.9,703.2668735,1334.3079910081,2.41539820296046,14.6,14.6,0.0,4.2,4.2,0.0,10.4,10.4,0.0,1273.405825,1273.405825,1945.13754,1683.87089033632,11.3842549016657,12.8531775088197,387.5135719,417.00625361064,9945.6,11416.9432015944,20.2,-23.7,43.9,13551.656937,14791.2261705413,3451.154684,3451.154684,2160.361598,2039.8038344326,15.1580310381537,23.4830550557388,197.5737813,200.779957727985,7039.3,7765.17970337265,12848.390064,13456.9181795332,67.36973551,-1375.752216,377.2075595,1752.959775,-15.95681868,0.0,15.956818675,11059.78186,587.0492226,-10472.73264,747.23,3000.326218,-2253.096218,-6633.94,-4938.41003658,-5719.446647,781.036609,3.04494666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.208151539861,,,,,,,,,,,,,-13838.94,0.0,13838.94,-18200.89,23860.07,42060.96,-32039.83,23860.07,55899.9,-3433.75,0.0,3433.75,72004.29,72288.51,284.22,1633.3,1633.3,0.0,0.0,0.0,0.0,501.26,1490.08,988.82,-29897.34,6639.09,36536.43,-850.7,0.0,850.7,-3837.74,2616.0,6453.74,39051.93,83176.9,44124.97,-30274.71,14494.76,44769.47,12000.99,14875.07,2874.08,-18273.72,29369.83,47643.55,21549.04,21549.04,6853.67,157955.84,151102.17,9.926,11.293797672,5.65205446757154,18.0241053687209,30.22922982,34.389889276775,20.4448410864473,7.372,8.01473974,5.31353666907336,19.6000848823769,22.45221038,24.4068176894732,14.5098899583885,2.554,3.279057932,7.77701944,9.98307158730185,5.9349511280588
2006-Q2,-2159.040067,-2159.040067,-320.2919674,-203.590817219888,272.4264858,249.031329656017,4123.5,3257.40977567283,25.9,-11.0,36.9,1916.594451,1143.81022110896,2.0163423235964,40.5,5.5,35.0,0.6,0.6,0.0,39.9,4.9,35.0,1384.210343,1384.210343,1712.918814,1909.16412164614,12.8592461446696,14.6884902144314,469.6837789,464.727248155321,11980.3,11088.5238216007,25.9,-11.0,36.9,15547.112935,14846.6255344021,3543.25041,3543.25041,2033.210781,2112.75493886603,15.4184004568494,20.5582261336465,197.2572931,215.695918499304,7856.8,7831.11404592782,13630.518484,13702.8153132932,24.38832637,-672.3911145,1090.945681,1763.336796,-32.36518517,0.0,32.365185174,813.1938604,224.66308,-588.5307804,50.624,2021.188783,-1970.564783,3843.01,5176.87757583,3195.9947986,1980.882778,3.04769666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.886645158316,,,,,,,,,,,,,-13832.02,0.0,13832.02,-17782.28,25027.02,42809.3,-31614.3,25027.02,56641.32,-3320.53,0.0,3320.53,72401.75,72714.99,313.24,1665.93,1665.93,0.0,0.0,0.0,0.0,622.4,1565.27,942.87,-29806.15,6756.95,36563.1,-704.0,0.0,704.0,-4495.95,2501.0,6996.95,39061.58,83638.87,44577.29,-30703.23,14202.36,44905.59,12244.36,14955.0,2710.64,-18458.87,29157.36,47616.23,25490.05,25490.05,11157.93,163313.3,152155.36,11.954,10.95363447,-3.01194701622241,11.3299039651488,36.427854,33.3820543248486,19.3086367627065,8.23,8.209732474,2.43292658683387,11.1261051055709,25.0833712,25.0204376010759,14.4721632941423,3.724,2.743901996,11.3444828,8.36161672377266,4.83647346856418
2006-Q3,-1690.743552,-1690.743552,-268.6240101,-48.3506819127278,220.7340416,235.911689852698,3255.5,3110.57479548625,15.6,-11.6,27.2,1516.866479,1607.39225142622,2.69754665289537,49.1304121,49.0,0.130412102,3.7,3.7,0.0,45.4304121,45.3,0.130412102,1492.572809,1492.572809,1898.854369,2150.81352941648,14.0579523662681,16.1034030775526,448.1654136,450.78176752828,12126.8,11205.4535841766,15.6,-11.6,27.2,15966.392592,15299.6216901213,3183.316361,3183.316361,2167.478379,2199.16421132921,16.0614034491288,19.6351290385844,227.431372,214.870077675581,8871.3,8094.87878869032,14449.526113,13692.2294386951,-329.9108092,-1116.866821,424.9518654,1541.818687,-37.99542603,0.0,37.995426025,659.8165011,421.6789617,-238.1375394,182.518,985.0461718,-802.5281718,2529.96,3521.11340107,2288.7273194,1232.386082,3.06732666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.773377109198,,,,,,,,,,,,,-14137.44,0.0,14137.44,-19186.15,25417.97,44604.12,-33323.59,25417.97,58741.56,-3789.18,0.0,3789.18,72387.86,72711.71,323.85,1700.34,1700.34,0.0,0.0,0.0,0.0,677.35,1701.19,1023.84,-29222.68,7048.84,36271.52,-757.7,0.0,757.7,-4492.75,2678.0,7170.75,39615.01,84138.89,44523.88,-33585.69,14772.12,48357.81,12434.17,15761.0,3326.83,-21151.51,30533.12,51684.63,28048.0,28048.0,9398.74,168137.99,158739.24,12.111,11.334097791,3.47339800357607,10.1635515565775,37.14825455,34.767631963046,19.0222627129519,9.302,8.75650892,6.66010065165492,25.2971361535502,28.53324449,26.8616621615323,14.6967039655254,2.809,2.577588871,8.61501006,7.90596980151365,4.32555874742644
2006-Q4,-1695.077504,-1695.077504,41.18260846,-155.082982771106,271.6696119,253.600614508631,3744.3,4009.85193061918,9.6,-12.4,22.0,2362.074716,2413.2920583567,3.84204723358004,2.808039703,2.023059,0.784980703,0.914124,0.914124,0.0,1.893915703,1.108935,0.784980703,1534.424347,1534.424347,2354.10437,2167.16655160106,12.6933257677764,14.377093521539,492.25829,465.10578510576,12564.8,12906.5793926284,9.6,-12.4,22.0,16945.587007,17073.2760763352,3229.501851,3229.501851,2312.921761,2322.24953437216,15.8407371489917,20.7745813519981,220.5886781,211.505170597129,8820.5,8896.7274620092,14583.512291,14659.9840179785,1122.156787,66.38308584,545.6156144,479.2325286,212.9619652,0.0,-212.9619652,1629.187984,2007.177267,377.9892825,280.6216,2493.829216,-2213.207616,3790.8,6837.1764466,3351.0510271,3486.125419,3.05728333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.036097942624,,,,,,,,,,,,,-13605.87,0.0,13605.87,-20379.76,25896.59,46276.35,-33985.62,25896.59,59882.21,-5322.62,0.0,5322.62,73843.42,74282.3,438.88,1745.1,1745.1,0.0,0.0,0.0,0.0,23.42,1639.22,1615.8,-29651.49,7009.17,36660.66,-731.2,0.0,731.2,-4053.49,3239.0,7292.49,41152.27,86275.57,45123.3,-40288.1,15595.97,55884.07,12863.83,17707.0,4843.17,-27424.27,33302.97,60727.24,32036.81,32036.81,6456.57,177511.94,171055.37,12.555,12.964470066,14.3846674438844,21.2809842478496,38.38375374,39.6317781782698,20.6376710435508,9.248,9.171018866,4.73373521099548,20.5070236800047,28.28263169,28.0384563206296,14.6006176031586,3.307,3.7934512,10.10112205,11.5933218576402,6.03705344039224
