country,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS,RUS
2017-02,100.7607,99.36369,100.7245,100.386,3.347516,103.283,99.33157,98.79018,102.5401
2017-03,100.4899,99.52593,100.7193,100.3833,3.169183,103.3618,99.38426,98.88393,102.6236
2017-04,100.4333,99.66112,100.6735,100.3591,2.886832,103.4007,99.4415,98.98576,102.7089
2017-05,100.6451,99.82616,100.6108,100.3261,2.567644,103.4237,99.49995,99.08976,102.7958
2017-06,100.8607,100.0586,100.565,100.302,2.275023,103.4657,99.55554,99.18866,102.8843
2017-07,100.7411,100.31,100.5689,100.3041,2.054433,103.5602,99.60497,99.2766,102.9744
2017-08,100.8146,100.5078,100.6287,100.3355,1.902835,103.7137,99.64739,99.35207,103.0658
2017-09,101.0954,100.5996,100.7314,100.3896,1.799836,103.9131,99.68638,99.42142,103.1585
2017-10,101.466,100.649,100.8598,100.4572,1.725334,104.1403,99.73237,99.50325,103.2525
2017-11,101.7987,100.7446,100.9994,100.5307,1.673798,104.3806,99.79659,99.61751,103.3477
2017-12,101.6129,100.9504,101.1283,100.5985,1.633049,104.611,99.88435,99.77366,103.4439
2018-01,101.2653,101.2098,101.2282,100.6511,1.619738,104.8126,99.98701,99.95628,103.541
2018-02,101.0881,101.4354,101.2776,100.6771,1.626514,104.9629,100.0899,100.1394,103.6389
2018-03,101.306,101.5434,101.283,100.68,1.651066,105.0684,100.1794,100.2985,103.7375
2018-04,101.5477,101.5236,101.2542,100.6648,1.681143,105.139,100.2495,100.4233,103.8367
2018-05,101.5741,101.3308,101.1924,100.6323,1.694071,105.1758,100.2995,100.5123,103.9364
2018-06,101.4302,100.905,101.0885,100.5776,1.646262,105.169,100.3326,100.5711,104.0365
2018-07,101.3983,100.364,100.9429,100.5009,1.504979,105.1188,100.3554,100.6117,104.1369
2018-08,101.2472,99.83969,100.7546,100.4018,1.263388,105.024,100.3756,100.6477,104.2374
2018-09,101.0758,99.42943,100.5276,100.2824,0.938836,104.8886,100.3994,100.69,104.3381
2018-10,101.0582,99.13102,100.2582,100.1405,0.5456203,104.7085,100.4292,100.7429,104.4388
2018-11,101.1089,98.9581,99.97421,99.99103,0.1262965,104.5124,100.4671,100.8104,104.5394
2018-12,101.3573,98.9438,99.73284,99.86398,-0.2396855,104.3602,100.518,100.901,104.6398
2019-01,101.4481,99.01889,99.57099,99.77878,-0.4979878,104.2907,100.5917,101.0322,104.74
2019-02,101.3474,99.12436,99.47341,99.72742,-0.6431476,104.2879,100.6949,101.2158,104.84
2019-03,101.3153,99.23455,99.41232,99.69526,-0.7096096,104.3228,100.8215,101.4409,104.9395
2019-04,101.3844,99.34998,99.35786,99.66659,-0.7368689,104.3643,100.9404,101.6525,105.0387
2019-05,101.1299,99.48538,99.28246,99.62689,-0.7536709,104.3831,101.0135,101.7825,105.1375
2019-06,100.8064,99.65253,99.18282,99.57445,-0.7541389,104.3759,101.0134,101.7824,105.2358
2019-07,100.7398,99.82313,99.07291,99.51659,-0.7245866,104.3571,100.9456,101.6617,105.3337
2019-08,100.8059,99.9581,98.96362,99.45906,-0.6528668,104.3384,100.8307,101.4573,105.431
2019-09,100.9009,100.0336,98.86551,99.40742,-0.5318996,104.3307,100.6923,101.2111,105.5279
2019-10,100.8272,100.1023,98.75985,99.3518,-0.3762033,104.3146,100.5474,100.9534,105.6245
2019-11,100.6882,100.2185,98.62048,99.27843,-0.2394189,104.2622,100.4069,100.7033,105.7206
2019-12,100.4218,100.3687,98.41528,99.17043,-0.2114801,104.1395,100.2756,100.4697,105.8164
2020-01,100.043,100.3558,98.12766,99.01902,-0.3468437,103.9289,100.1531,100.2518,105.912
2020-02,99.47444,99.84517,97.78883,98.84066,-0.5988781,103.6633,100.0365,100.0444,106.0073
2020-03,98.69977,98.57444,96.54637,98.18664,-1.806621,102.4381,99.9232,99.84277,106.1025
2020-04,98.12878,97.06031,90.44466,94.97473,-7.96653,96.05006,98.26998,96.90147,106.1976
2020-05,98.67744,96.00256,92.72883,96.1771,-5.574829,98.56393,97.4212,95.39137,106.2927
2020-06,99.61395,95.93129,96.33229,98.07394,-1.810881,102.4857,97.85287,96.15938,106.3877
2020-07,100.5054,96.39784,97.1968,98.52902,-0.8232872,103.498,98.27952,96.91845,106.4829
2020-08,101.1159,96.8321,97.34915,98.60921,-0.5611024,103.7529,98.70444,97.67442,106.5781
2020-09,101.4132,96.86197,97.57053,98.72575,-0.238462,104.082,98.77298,97.79638,106.6736
2020-10,101.7102,96.6652,97.87695,98.88705,0.1800648,104.5024,98.85149,97.93606,106.7692
2020-11,102.0328,96.54646,98.27911,99.09875,0.732564,105.026,98.95029,98.11183,106.865
2020-12,102.0786,96.74108,98.75475,99.34911,1.430347,105.6291,99.22036,98.59233,106.961
2021-01,102.2527,97.14084,99.27412,99.62251,2.262366,106.2802,99.45768,99.01454,107.0573
2021-02,102.5147,97.59052,99.81267,99.906,3.173508,106.9531,99.61559,99.29549,107.1538
2021-03,102.7166,97.97948,100.3426,100.185,5.056584,107.618,99.82561,99.66916,107.2505
2021-04,102.9686,98.28331,100.8458,100.4498,12.70728,108.2554,100.0444,100.0584,107.3474
2021-05,103.4227,98.46948,101.3148,100.6967,10.44317,108.8571,100.2235,100.3771,107.4445
2021-06,103.8481,98.48844,101.7349,100.9178,6.753767,109.4074,100.3324,100.5708,107.5417
2021-07,104.0959,98.3821,102.0923,101.106,6.177087,109.8911,100.3723,100.6418,107.639
2021-08,104.3184,98.16666,102.3874,101.2613,6.318424,110.3085,100.3663,100.6312,107.7363
2021-09,104.3797,97.84072,102.6245,101.3861,,,,,
2021-10,104.392,97.50243,102.7944,101.4756,,,,,
2021-11,104.1813,97.28242,102.892,101.527,,,,,
2021-12,104.0602,97.28903,102.9527,101.5589,,,,,
2022-01,104.1003,97.43539,103.0155,101.592,,,,,
2022-02,,97.62921,,,,,,,
